image_path,label,name,brand,notes,image_url
perfume_images\jxh1ndtjjfa4tcuz2hu4dvivqputdd4h62xfvm3wha6vem03kj7s4bfu2g32-w500-q85.jpg,Floral,A Marriage Of Jasmine & Tuberose,Avon,"Jasmine, Tuberose, Orange Blossom, Gardenia, Amber, Animalic Notes, Bergamot, Mandarin, Vanilla",
perfume_images\6wlrvgqza4rtgqf3wh6owasyrna1lgbsqrjduicqt36hvuaeqpglz9jg07zu-w500-q85.jpg,Woody,Annicke 6,Eight & Bob,"Sandalwood, Carnation, Cinnamon, Amber, Benzoin, Ciste Labdanum, Bergamot, Rose, Toffee",
perfume_images\ce9ukrkzj8t822gl030d4ssx3wybecovt37lsrds4um119spphpbf5zm2fxy-w500-q85.jpg,Citrus,1902 Bergamote Indigo,Berdoues,"Bergamot, Lavender, Musk, Amber, Jasmine, Orange Blossom, Rhubarb, Woody Notes, Blackcurrant Bud",
perfume_images\7i5xpfq23zqnyi61xyqn6pspzvabsjxpbhz15szwvxv5w6llfcna5d0z6jck-w500-q85.jpg,Floral,Miss Dior Eau De Parfum Roller Pearl,Dior,"Vanilla, Rose Centifolia, Sandalwood, Iris / Orris, Benzoin, Apricot, Dew Drop, Lily Of The Valley, Peony, Musk, Tonka Bean",
perfume_images\nsf17eoxmc0ig7qm5pyu2cj5kh6tj2obddpgpozrrc8u8sp6a5wvjjswvxjn-w500-q85.jpg,Floral,Taboo Temptation,Perfume Lounge,"Rose, Tuberose, Mandarin, Cedarwood, Magnolia, Jasmine, Lily Of The Valley, Orchid, Bergamot, Melon, Peach, Pear, Blackberry, Musk, Plum, Vanilla",
perfume_images\e2sy90sljmsv0iw1ucj61lkvzafb9plagmxpj444kpc9vjkfqctjc9z3y1i3-w500-q85.jpg,Woody,Series 1 Leaves : Tea,Comme Des Garçons,"Cedarwood, Mate, Bergamot, Rose",
perfume_images\2lqtp0cakg7i7kmgfxcw6hl6yi1ii8vbq7lo0wt9n3rn8gadgs1pwnkfig8a-w500-q85.jpg,Floral,Sea & Sol 2022,Sol De Janeiro,"Citruses, Musk, Violet, Pink Pepper",
perfume_images\u6paarxfozjkz03i7zaup01ygxmwj55157mmqc33ra7liiu72usaqfrw1olf-w500-q85.jpg,Floral,Bella In Paris,Franck Olivier,"Magnolia, Peach, Sandalwood, Pear, Rose, Cedarwood, Musk",
perfume_images\zvk22iqid1gtm7xred1lyg673bi1vcd19lj4w4aat7zqkdttvykz4jjiiy06-w500-q85.jpg,Citrus,White Musk Radical,The Body Shop,"Musk, Petitgrain, Vetiver",
perfume_images\2yq19zovjh4243ofdalwagfm52dzjzupdzm9b8ivu3hd3pwvz96lxgg6es3a-w500-q85.jpg,Woody,Green Tea Fig,Elizabeth Arden,"Fig, Green Tea, Ivy, Violet Leaves, Bergamot, Clementine, Musk, Clary Sage, Tonka Bean",
perfume_images\77cfr0wiqxx3cqxu050rkvge2zhu46oaoinavj6n2ahis8yodf7fqxyd7iu2-w500-q85.jpg,Floral,Musk Salama,Lattafa,"Musk, Floral Notes, Rose, Amber, Spicy Notes, Vanilla, Citruses",
perfume_images\udchv9dn37g2oihhvse25qymticnbyiq9jnclfu9n5kna0iz8lf6swsry8nn-w500-q85.jpg,Fresh,Acqua Di Parma Colonia Futura,Acqua Di Parma,"Clary Sage, Bergamot, Woody Notes, Lavender, Grapefruit, Lemon, Pink Pepper, Vetiver",
perfume_images\8t3vfgwy0lej0qp2i88a582xkonn2ktois29z7slwd3o2k8kz8ablkwh96vy-w500-q85.jpg,Amber_Oriental,44167,Anfasic Dokhoon,"Vanilla, Bergamot, Oud / Agarwood",
perfume_images\iimb1xp1aoqlrlq96uet1ryeh3p74z68o9tq8xsjlehyigs303o4l362qerj-w500-q85.jpg,Amber_Oriental,Musk Deer,Zoologist,"Ciste Labdanum, Cardamom, Rose, Ambrette Seed, Patchouli, Cedarwood (Atlas), Jasmine (Sambac), Iris / Orris, Oud (Laos), Sandalwood (Australia)",
perfume_images\3a6yiq2gwf6zjeakhdmjnr7no64o8sweegba6spchggr0au8w8sjs8e82nyx-w500-q85.jpg,Amber_Oriental,Pistachio 2022,D.S. & Durga,"Patchouli, Cardamom",
perfume_images\ddtdkripm94ndcfr6rfcjb23vyowbs2on1us1eehj65zifwpzfrgrcbhgn0f-w500-q85.jpg,Floral,Ischia Supreme,Drops By Toni Cabal,"Lily Of The Valley, Ginger, Musk, Jasmine, Orange Blossom, Bergamot, Cedarwood, Green Notes",
perfume_images\7n8wdrqo51l3xm09w8s0k9s1pi4ypdahjma02he1hz5incgsxlr51enqe5vl-w500-q85.jpg,Floral,Euphoria Essence 2015,Calvin Klein,"Orchid, Raspberry, Cashmeran (Woody musky), Jasmine, Rose, Blackberry, Pink Pepper, Patchouli",
perfume_images\mljje0qril3g08fixksdr5fbe81kb4ayjv3y8imkt3ixt31xcjs7c3tnjmj9-w500-q85.jpg,Floral,Brit Eau De Toilette,Burberry,"Vanilla, White Sugared Almond, Peony, Amber, Tonka Bean, Lime, Pear",
perfume_images\owfi17mru6prsxwytmo67axbw2fn1ifzs96d0ep875q01mke7m7ulvodfmnn-w500-q85.jpg,Woody,Stetson,Stetson,"Vetiver, Bergamot, Sandalwood, Amber, Clove, Incense / Olibanum, Nutmeg, Patchouli, Vanilla, Jasmine, Lavender, Lemon, Ylang-ylang",
perfume_images\00874_Moth_Extrait_de_Parfum.jpg,Spicy,Moth Extrait de Parfum,Zoologist,"Black pepper, cinnamon, clove, cumin, lemon, nutmeg, saffron, heliotrope, iris, jasmine, mimosa, muguet, rose, ambergris, honey, resins, gaiac, musk, nagarmotha, oud, patchouli, smoke, vetiver",https://static.luckyscent.com/images/products/76018.jpg?width=400&404=product.png
perfume_images\wkks2eik27qixyomr13q4ruq3fr9s70thst5k5f99811ykkksl7c06cc76m7-w500-q85.jpg,Spicy,Ajwaa,Lattafa,"Benzoin, Myrrh, Bergamot, Elemi, Incense / Olibanum, Lemon",
perfume_images\00878_1885_Bains_Sulfureux_Eau_de_Parfum.jpg,Citrus,1885 Bains Sulfureux Eau de Parfum,Les Bains Guerbois,"Bergamot, rosemary, blackcurrant, mandarin, orange blossom, jasmine, tolu balsam, benzoin, cashmere wood, incense, tonka, sandalwood, labdanum, patchouli, vanilla, musk",https://static.luckyscent.com/images/products/797001.jpg?width=400&404=product.png
perfume_images\reqadhrilrr9x6ppee8t58t7i7vbqybeowz5ajgluzn8tkfsui0ohx1ie52f-w500-q85.jpg,Floral,Oros Fleur,Armaf,"Mimosa, Musk, Jasmine, Rose, Strawberry, Ylang-ylang, Citruses, Vanilla",
perfume_images\b0ypo3aiweg4viruizgsttoyu3mku8i6g5awfsdg02s2i2uq6qnx59x2okpr-w500-q85.jpg,Fresh,Unforgivable,Sean John,"Bergamot, Lavender, Clary Sage, Marine, Amber, Cashmeran (Woody musky), Grapefruit, Juniper Berries, Lemon, Tangerine, Tonka Bean, Iris (Florentine/Tuscany), Sandalwood (Australia)",
perfume_images\ws3hy2sri57psbyupoi7whzp0jhpkn6eq8jqovwwk13b6gcy1559bds11xj2-w500-q85.jpg,Fresh,Luna Rossa Sport,Prada,"Lavender, Tonka Bean, Juniper Berries, Vanilla, Iris / Orris, Ginger, Hay, Heliotrope, Musk",
perfume_images\gnb6hiiprz61dzfm44brrxg3zbs9y7g77rw2imic3wtux7kapqs4fjyxn02w-w500-q85.jpg,Citrus,Pineapple,The Library Of Fragrance,Pineapple,
perfume_images\bb7n7s0ehjpkhl3gdsdvjlnb5gquefjawjac4l583wmkykff5hhaebmh941z-w500-q85.jpg,Citrus,Yuzu Garden,Uttori,"Yuzu, Clary Sage, Vetiver, Mandarin, Cedarwood, Sandalwood",
perfume_images\1rhfujimf1qilx8eo51tpduplly9q8mpmpgvxtnmv2lsujzs18ujawkubi6m-w500-q85.jpg,Floral,Little Black Dress Celebrate,Avon,"Jasmine, Sandalwood, Gardenia, Orange Blossom, Ambergris, Cinnamon, Clove, Musk, Patchouli",
perfume_images\atnmxvrowgfc3ogaqwwv9p9brm2i0d24c6och7dzpsphqpmi8nw612vv6vdb-w500-q85.jpg,Floral,Powder,My Geisha,"Iris / Orris, Saffron, Vanilla, Musk",
perfume_images\trapncyv5hornzu1wqnf1dshd7pcr21q3wtdzecp2tizxudjwvans0r6hwmm-w500-q85.jpg,Woody,Nigel Barker : Wall Street,Demeter Fragrance Library,"Citruses, Oakmoss, Patchouli, Pepper, Vanilla",
perfume_images\2p1dpown4dwv2fghm2d13tfj6kmrjyncj3hxudsrtahv4xk09ulmoi5r6l0o-w500-q85.jpg,Floral,Chloé Nomade Nuit D'Egypte,Chloé,"Myrrh, Vanilla, Kyphi Accord, Orange Blossom, Cinnamon, Cypriol / Nagarmota, Ginger, Opoponax",
perfume_images\w9v7nsw6jjbibdkkx31f75jfxg1nsvhw2b5athhcpkwcui24wsqre5idt5qs-w500-q85.jpg,Woody,Goddess,Grès,"Vanilla, Cinnamon, Mandarin, Ambergris, Sandalwood, Cardamom, Heliotrope, Jasmine, Plum",
perfume_images\lljwx1o2dngeql8z182impxn4k5txqza8xj53zuyz094h92bvyvzzooxxweb-w500-q85.jpg,Woody,Peau Santal,Miller Harris,"Sandalwood, Cashmeran (Woody musky), Incense / Olibanum, Violet Leaves, Amber, Bergamot, Pink Pepper, Saffron, Vanilla",
perfume_images\00701_Lust_In_Paradise_Eau_de_Parfum.jpg,Amber_Oriental,Lust In Paradise Eau de Parfum,Ex Nihilo,"Pink pepper, white peony, lychee, white cedar, musk, amber",https://static.luckyscent.com/images/products/72054.jpg?width=400&404=product.png
perfume_images\59pya3hflna8w8k22qe5al32171tu83rua81xgyokiaf05uwf3y0i1ssoxgj-w500-q85.jpg,Woody,Amwaaj Al Oud,Lattafa,"Oud / Agarwood, Ambroxan (Ambergris), Rose, Woody Notes, Sandalwood, Apricot, Musk",
perfume_images\daluhq32057okcb71ugdjijqoqvylbzql0blleus5r45cnv1jmwlabrxvkhv-w500-q85.jpg,Sweet,Eau De Juice : Pure Sugar,Cosmopolitan,"Praline, Strawberry, Grapefruit, Pink Pepper, Jasmine (Sambac)",
perfume_images\9jy8t2kmv2pxyekkpx9hdjen3hn5sau5fudipsxhbb77qbovdabdiq3d44at-w500-q85.jpg,Amber_Oriental,Oud Wa Vanillia,Berdoues,"Oud / Agarwood, Vanilla (Madagascar), Jasmine (Egypt)",
perfume_images\26hqpt2l8wcteyxfm99oxm5ahh58h5a6hegg2o4bbe2nlmo2jlhbrk8qz68v-w500-q85.jpg,Fresh,Metropolitan Eau De Toilette,Beviro,"Lavender, Tangerine, Vetiver, Bergamot, Geranium, Pepper, Amber, Jasmine, Patchouli",
perfume_images\awims9dzokvdjbpgzs6c8lcnm4h4aeqccsmcka2d91b9a36kuamzv9fgcjfo-w500-q85.jpg,Woody,Maritime Triumph 2021,Tommy Bahama,"Cashmeran (Woody musky), Mandarin, Nutmeg, Bergamot, Patchouli, Saffron, Violet Leaves",
perfume_images\kor6mgn7l4poj17psun7hprxxad76ee0wmrgjvly8he81y3ockncvx49wt7a-w500-q85.jpg,Floral,Enchanted Katarina Leaf,Armaf,"Orange Blossom, Amber, Mango, Bergamot, Cedarwood, Grapefruit, Mandarin, Musk, Neroli, Sandalwood, Violet Leaves",
perfume_images\ypdb3mv1joa73q7txh2x9cypuzq5tg3mt86eyxcpqi6bfxep77mnqe5bel73-w500-q85.jpg,Woody,Vétiver Overdrive Gold Edition,L'Orchestre Parfum,"Vetiver, Bergamot, Geranium, Ambroxan (Ambergris), Cedarwood, Musk",
perfume_images\coatkfliagcbo896hy76qsgh3kuhx5rb5c4of6y4yamwnat4mnayvtx4esnb-w500-q85.jpg,Floral,Freesia & Bergamot,Yardley,"Bergamot, Freesia, Musk, Lily Of The Valley, Lemon, Mandarin, Amber, Ginger, Pepper, Sandalwood",
perfume_images\5a4lgtkjdxlaojntm7e02hspr3lbysu8qvo1apbpu4xv5icxigdw88uf4a58-w500-q85.jpg,Woody,San Francisco 1967 Man,Blauer,"Lavender, Black Pepper, Cedarwood, Sandalwood, Lemon, Pink Pepper, Violet Leaves",
perfume_images\a49odksby3jq8a5ekgiggp5v31ildq5fpxv6207dafyvf2gtocz990hnoov1-w500-q85.jpg,Floral,Vent Vert,Balmain,"Hyacinth, Galbanum, Oakmoss, Freesia, Lily Of The Valley, Violet, Ylang-ylang, Iris / Orris, Amber, Bergamot, Cedarwood, Guaiac Wood, Lemon, Lime, Musk, Neroli, Sandalwood",
perfume_images\kp8wxgm516zi6fidx6qkbui0h2h3h9adhsu3p0bixkmu1nk0ufercyd25d42-w500-q85.jpg,Sweet,Selfie,Olfactive Studio,"Oakmoss, Elemi, Patchouli, Angelica, Cinnamon, Ciste Labdanum, Ginger, Incense / Olibanum, Lily, Sandalwood, Star Anise, Suede, Tonka Bean",
perfume_images\v7e70tq31qr8fmwnr492qro2lr8avbw2jscdwpl14dunwumoz8uap3f0g1vj-w500-q85.jpg,Woody,Masakï / Masakï,Masakï Paris,"Patchouli, Lychee, Cedarwood, Apple, Passion Fruit, Raspberry, Magnolia, Musk, Rose",
perfume_images\rdr7n7z4d2j7eu21u0rrz7zu5y2t35e5y8gh5va14c8avnucrnsqcwoz5gbs-w500-q85.jpg,Floral,Sì Passione Ltd. Ed. 2018,Giorgio Armani,"Jasmine, Musk, Blackcurrant Bud, Heliotrope, Rose, Cedarwood, Pear, Pink Pepper, Vanilla, Orcanox (Ambergris)",
perfume_images\01741_Eau_Rose_Eau_de_Toilette.jpg,Citrus,Eau Rose Eau de Toilette,Diptyque,"Bergamot, black currant, Centofilia and Damask rose, white musk, cedar",https://static.luckyscent.com/images/products/48385.jpg?width=400&404=product.png
perfume_images\7myhw44wtx7a15e6xaox563w7af61d7e6037tkp0f5apinhxx31oooma0bdg-w500-q85.jpg,Amber_Oriental,Panama Sospeso,Panama 1924,"Mirabelle (Plum), Oud / Agarwood, Magnolia, Vanilla, Bergamot, Green Notes, Cedarwood, Freesia, Jasmine, Musk, Patchouli, Sandalwood, Vetiver, Rose Damascena",
perfume_images\eqfkyycx14p402tngni4ram4xg2r78rs9su8iogh6zx185wtps3frwkvd7yi-w500-q85.jpg,Woody,Diplomate Pour Homme Extreme,Paris Bleu,"Sandalwood, Pink Pepper, Cashmeran (Woody musky), Vanilla, Bergamot, Lavender, Lime, Mandarin, Marine, Patchouli, Petitgrain, Clary Sage",
perfume_images\itqijg298fsotzfyx89prp0cvc98v6hv4vkjxli6gi73az33m4i7u9mo86ki-w500-q85.jpg,Woody,Spacewalk,The Library Of Fragrance,"Aldehyde, Ozonic Notes",
perfume_images\oqafmtt8i9oal1njkvl94rszoqbiskc9pvu9u95tt55awni6rffrfh46hphg-w500-q85.jpg,Woody,Merry Poplin,Tfk,"Oud / Agarwood, Cedarwood, Jasmine, Musk, Sandalwood, Patchouli, Lily, Rose",
perfume_images\hd9jexsy27saxicyjy4fkatbwh808g90dr9lqids5jjy3sshk91ga92nfeik-w500-q85.jpg,Fresh,Men,O Boticário,"Lavender, Geranium, Pink Pepper, Sandalwood, Lily Of The Valley, Nutmeg, Violet, Amber, Bergamot, Cardamom, Ciste Labdanum, Coumarin (Tonka Bean note), Leather, Lemon, Lime, Musk, Oakmoss, Black Pepper",
perfume_images\oscgm6teglfbkb11zpgs8vj35u597lpxeia0kcrusj7ukmov69cce0hhke6g-w500-q85.jpg,Floral,Flavour Of Love,Savour,"Magnolia, Black Pepper, Cedarwood (Virginia), Iris / Orris, Violet, Coriander, Musk, Ambrette Seed, Sandalwood",
perfume_images\erbcw01lp1ozwx17rccw0npoidepul947od6c3r0l4a4ziw0hfasgt3k6kiz-w500-q85.jpg,Floral,Oh! The Origin Eau De Toilette,Tous,"Rose (Turkey), Benzoin, Pear, Cedarwood, Vanilla, Mandarin (green), Santamanol (Sandalwood)",
perfume_images\77zx51o2inpu34wfxqv78oudvi73swe7noqbtqtsqv4z2x17yninpuj419q7-w500-q85.jpg,Woody,Tanzanite,Birthstone Scents,"Sandalwood, Lily Of The Valley, Amber",
perfume_images\1olj9nfu2jrk18oa7s8179peh2xfh89qal3iyml8cfza4lrtzzi6ooew44g4-w500-q85.jpg,Floral,Aire De Sevilla Galaxy Girl,Instituto Español,"Jasmine, Lemon, Sandalwood, Amber, Bergamot, Cedarwood, Incense / Olibanum, Musk, Vanilla",
perfume_images\01564_Ardent_Eau_de_Parfum.jpg,Amber_Oriental,Ardent Eau de Parfum,Boadicea the Victorious,"Coriander, Carrot Seed, Saffron, Turkish Rose, Rose Absolute, Hedione, Beeswax, Benzoin, Vanilla, Cistus Labdanum, Argarwood, Patchouli, Musk, Amber",https://static.luckyscent.com/images/products/48522.jpg?width=400&404=product.png
perfume_images\f29rd57iv1lm7uzihra4em8q3boacm6bmib5tqpkahrwgmjvvlkuim7jo0rm-w500-q85.jpg,Woody,Oud Malaki,Chopard,"Oud / Agarwood, Spicy Notes, Grapefruit, Woody Notes, Amber, Leather, Tobacco Leaf, Artemisia, Lavender",
perfume_images\8lz3wqgfpn5g4gstan3t7angv4ohk19tgoptfcr6ihmvg0p3hpz188mz9tum-w500-q85.jpg,Floral,Sunflowers Sunlit Showers 2019,Elizabeth Arden,"Magnolia, Mandarin, Amber, Jasmine, Violet, Bergamot, Musk, Peach, Sandalwood",
perfume_images\8ig57pc3mor6rt6eh5vx2ltyxfsil9k8cqidjlmsvt9es0insmv3egi6kc9g-w500-q85.jpg,Woody,Encke,Tiziana Terenzi,"Oud / Agarwood, Patchouli, Clove, Cedarwood (Lebanon), Ambergris, Sandalwood (India), Blackberry, Ciste Labdanum, Leather, Animalic Notes, Cardamom, Musk, Saffron",
perfume_images\cpou3p2f2pqo56gbqrz9rfcvkm5eu5evmm1o7thfe1ssd50wydx2yxcnmc4u-w500-q85.jpg,Floral,Jardins De Bagatelle Eau De Parfum,Guerlain,"Jasmine, Tuberose, Sandalwood, Gardenia, Magnolia, Bergamot, Neroli",
perfume_images\cmsu8yrdh53tvcf4rxxx4nfq1h0nijqebzz5tbkawdpadb50t5z1zruga1ey-w500-q85.jpg,Amber_Oriental,Morocco,Demeter Fragrance Library,Spicy Notes,
perfume_images\00511_Love_Mimosa_Eau_de_Parfum.jpg,Floral,Love Mimosa Eau de Parfum,Amouage,"Violet leaves, cascalone, orris, mimosa, pear, paradisone, ylang ylang, ambrox, heliotrope",https://static.luckyscent.com/images/products/41897.jpg?width=400&404=product.png
perfume_images\5uqidggr7jpn7phowjfzut38zuhezkynm1oabvdq9zo7xjixkugtxezelw2c-w500-q85.jpg,Floral,Fantasy Sheer,Britney Spears,"Musk, Lychee, Iris / Orris, Lily Of The Valley, Citruses, Woody Notes",
perfume_images\dz4t2vm6rr8f4qdgcg6c64dx8cjrugy45wqo5gzmd5hc0dyyq93vil8xzega-w500-q85.jpg,Woody,Aoud Amber Rose,Montale,"Oud / Agarwood, Amber, Rose, Grapefruit",
perfume_images\q03e6u92rhju6v42e3m6fpff573ph9xfj0kjeld9g3t4c3s3jxmcd38tvnbx-w500-q85.jpg,Woody,Khashab Al Oud,Bait Al Bakhoor,"Oud / Agarwood, Incense / Olibanum, Spicy Notes, Woody Notes, Citruses, Musk",
perfume_images\yzt0249ifg1dl1xfc6c7je6r3wdikcmbg6hj27delw993kqamimnioj6g2e3-w500-q85.jpg,Floral,Like Best Friends Forever,Essence,"Peach, Mandarin, Musk, Rose, Apple, Pepper, Sandalwood, Vanilla, Blackcurrant Bud",
perfume_images\t062f6ejokpcfzcob64mpqnom9qu96yc26j4la43fmga0sxdehljkxrenjf1-w500-q85.jpg,Floral,Venetian Girl Edition Rouge,Armaf,"Orange Blossom, Vanilla, Black Pepper, Tuberose, Amber, Patchouli, Vetiver",
perfume_images\4xnfudlz3dcqn1lfvixrmoh6ehappcggi1006defqzd7ma8jqa49949jky7r-w500-q85.jpg,Floral,Taifi,Rose Arabia,"Rose (Bulgaria), Vanilla, Mandarin, Rose (Taif), Ylang-ylang, Oud / Agarwood, Ambergris, Bergamot, Patchouli, Praline, Saffron",
perfume_images\v3puig0qhqahsvtj2qkljeanifrgbddfezhyotxpi1puzfzobnfrn341tqvl-w500-q85.jpg,Woody,L4-Lamborghini,Automobili Lamborghini,"Cypriol / Nagarmota, Woody Notes, Cardamom, Amber, Incense / Olibanum, Bergamot, Grapefruit, Patchouli, Pink Pepper",
perfume_images\iteaibk5f4l2skq6k6ia1b10runzyhlgjre0w7ifix5g6pd5ncm1owabmsxg-w500-q85.jpg,Floral,Boum Do Brazil,Jeanne Arthes,"Heliotrope, Vanilla, Tiare, Mandarin, Musk, Sandalwood",
perfume_images\n2n8xsw76dsy9ovpjveyagzsir7701cql9vyz6xqcvckhka86if6tp6cm58i-w500-q85.jpg,Spicy,Str8 Ahead,Str8,"Geranium, Pepper, Bergamot, Lavandin, Clary Sage, Cedarwood, Iris / Orris, Neroli, Vanilla",
perfume_images\htubbn4gf3ur65222z5o1k6ueaoe8tbbi7bkb0hdwlcayojqtsvnmkn559po-w500-q85.jpg,Fresh,Crystal Oud,Alysonoldoini,"Oud / Agarwood, Cedarwood, Lemon, Oakmoss, White Truffle, Benzoin (Siam), Musk, Patchouli, Rhubarb, Black Pepper, Vetiver (Indonesia)",
perfume_images\ble5bmod6d62yaug5yu4zaf0mah10lkjep4knogrkxc71itmanc9tqdrvpae-w500-q85.jpg,Floral,Rose,Nuage,"Rose (Turkey), Amber, Bergamot, Rose, Peach, Geranium (Egypt), Musk",
perfume_images\l64y9v7oe2k9lokt1zxi7r4u88v37ecr67uxb8244oybzoma58i969tf3u0g-w500-q85.jpg,Amber_Oriental,Vanille & Santal,Les Petits Plaisirs,"Sandalwood, Vanilla (Madagascar), Tea, Bergamot, Musk",
perfume_images\q0j959pwfx6h4ravhhicudibzvogplni050dzhwno9smiwsuiyptim51hd09-w500-q85.jpg,Sweet,Shakira Golden Dream 2020,Shakira,"Vanilla, Orange Blossom, Coffee, Bergamot, Lemon, Peach, Pear, Peony, Cedarwood, Musk",
perfume_images\01402_Cio_Cio_San_Eau_de_Parfum.jpg,Citrus,Cio Cio San Eau de Parfum,Parfums MDCI,"Yuzu, limette, lemon, ginger, grapefruit, cherry blossom, peony, lychee, oolong tea, gaiac, cedarwood, musk",https://static.luckyscent.com/images/products/36518.jpg?width=400&404=product.png
perfume_images\miwg9em36kcmgjkmcj1cxkgywl2lgufgf80cin89865esynyok522t0kulvm-w500-q85.jpg,Woody,Malbec Signature,O Boticário,"Cedarwood (Virginia), Amber, Mandarin, Vetiver, Vanilla, Bergamot, Clove, Green Notes, Lemon, Musk, Patchouli, Spicy Notes, Aromatic Notes",
perfume_images\23wq3cwbp983urtbzchjqwn8ku6t86ci9nd1jml2wnq18pcbrxafke98zlcl-w500-q85.jpg,Floral,Inflorescence,Byredo,"Lily Of The Valley, Freesia, Magnolia, Jasmine",
perfume_images\7b1izq42hzpvjr9f1q8ane549qjow8cv5jgy092ecoqik53vlnzjt93txxnd-w500-q85.jpg,Floral,Tea Rose,Perfumer'S Workshop,"Rose, Jasmine, Clove, Aldehyde, Violet Leaves, Woody Notes",
perfume_images\iqesd6op9jntjb4m3jx7djcnu2ir6xq7apbzwlahzgopnwfzeaqrdagodd7e-w500-q85.jpg,Woody,Saffron Whisper,Novellista,"Saffron, Oud / Agarwood, Rose, Benzoin, Incense / Olibanum, Birch, Geranium, Raspberry",
perfume_images\1yr4geb4kvnafap44eokbut93oo2350ol8tj12hniwwvhxgbshz2auwf6jmj-w500-q85.jpg,Woody,Secrets Of Love : Sensual,M. Micallef,"Grapefruit, Jasmine, Sandalwood, Lemon, Oud / Agarwood, Orange Blossom, Vanilla",
perfume_images\5pf7w2woguuzso9dr2ekvv4axzls2gs56dafcwno9gq4bejd1p4fqhq56kjq-w500-q85.jpg,Amber_Oriental,Suerte Hombre,La Martina,"Guaiac Wood, Lavender, Amber, Benzoin, Myrrh, Tonka Bean, Vanilla, Lemon, Cinnamon, Clove, Musk, Patchouli",
perfume_images\z8a2k8mlxog1ep0irqudpamolj4rn6yi5nfckg1l897k9gbniir11sfmkfae-w500-q85.jpg,Spicy,24 Old Bond Street,Atkinsons London 1799,"Juniper Berries, Cardamom, Woody Notes, Rose (Turkey)",
perfume_images\00523_Wonder_Of_You_Eau_de_Parfum.jpg,Citrus,Wonder Of You Eau de Parfum,ALTAIA,"Blackcurrant, pink grapefruit, freesia, watermelon, ambrox, musk",https://static.luckyscent.com/images/products/73303.jpg?width=400&404=product.png
perfume_images\9ghi32sf3mey0zns11113kio84gc7oacc5gdo1q35mcd1ka32jkb8xr0s0zk-w500-q85.jpg,Sweet,Rouge Seduction,Women'Secret,"Patchouli, Caramel, Jasmine (Sambac), Bergamot, Lily Of The Valley, Musk, Pear, Peony, Vanilla",
perfume_images\5dnn6ix0g39dt1gdeqgnicdalst8t89ucax2t27qq844ct4f84db7y6w8yy6-w500-q85.jpg,Woody,Empire Vip,Hinode,"Cashmeran (Woody musky), Lavender, Black Pepper, Aldehyde, Amber, Bamboo, Violet",
perfume_images\8dly6jcz0pgdk2c0w6fp1k6u64in1ct5mzp36zhpd9plir5ejj0iqpih4sak-w500-q85.jpg,Floral,Sunlight,Jil Sander,"Peony, Grapefruit, Cedarwood, Jasmine, Pink Pepper, Musk, Ambrox (Ambergris)",
perfume_images\jr6obiyhicz6mna1hshna2qnxp7n4lhwa2r6zii7fm1m2djuonlpy6g9hdr2-w500-q85.jpg,Woody,Bois De Violette,Serge Lutens,"Violet Leaves, Cedarwood (Atlas), Cardamom, Violet, Cinnamon, Clove, Musk, Orange Blossom, Peach, Plum, Rose, Vanilla",
perfume_images\ho4d1usioahu4xitx3ndijw204p29nsunnewuxvxmlk5pl06ngb1ab17zxf3-w500-q85.jpg,Woody,Oud De Burgas,Santi Burgas,"Oud / Agarwood, Sandalwood (Australia), Clove, Cedarwood, Cypriol / Nagarmota, Guaiac Wood, Iris / Orris",
perfume_images\v1qpw2e7xfvtdoxgtcpm895z5u3r4k7j4v74zrm4wxxleahjx1g83kka7n06-w500-q85.jpg,Citrus,L'Eau Neuve : Evocations,Lubin,"Bergamot, Clary Sage, Oakmoss, Lemon, Coriander, Marjoram, Thyme, Cedarwood, Lavender, Patchouli, Sandalwood",
perfume_images\v8l9b5fpo7yl2gc4spjidkrni6o9u0n7v4z74yjeoutwii2ntv44i9u6rnnd-w500-q85.jpg,Citrus,24 Elixir Azur,24,"Orange Blossom, Juniper Berries, Musk, Neroli, Bergamot, Lavender, Amber, Artemisia, Cedarwood, Green Notes, Strawberry, Tonka Bean, Vanilla",
perfume_images\6ks4hin8g76e3ohblwywypsewwbm2spmzx0vwwujwaihgect00xddfewvvrh-w500-q85.jpg,Floral,Chloé Eau De Parfum Naturelle,Chloé,"Rose (Bulgaria), Blackcurrant Bud, Mimosa, Cedarwood, Lemon, Neroli",
perfume_images\u0qng94sl9l5qaln58xmmutxtrx7pgtmdc6rtxrazipn2llci7zxbbqtxckp-w500-q85.jpg,Floral,Intense For Women,Sapil,"Jasmine (Sambac), Vanilla, Honeysuckle, Iris / Orris, Tuberose, Green Notes, Sandalwood",
perfume_images\52z7wt8ewiey3kxklr3zwrks4l9tj20eb27h5yyp936lb8opyq84cg5ioclx-w500-q85.jpg,Woody,Ajayeb Dubai Portrait,Lattafa,"Oud / Agarwood, Lemon, Osmanthus, Sandalwood, Amber, Jasmine, Mango, Musk",
perfume_images\ynx2r7lderxwbo2y9x5ieettnj6btxg9623tyuu0kife3csi4q04kfm5u6ik-w500-q85.jpg,Woody,Cypress,Rag & Bone,"Vetiver, Geranium, Cedarwood, Ambrox (Ambergris), Grapefruit, Cardamom, Patchouli, Violet Leaves",
